,Department,Title,Text,Vernehmlassung Day,Vernehmlassung Month,Vernehmlassung Year,Behoerde,SR Links,SR Numbers
21,EDI,Teilrevision der Medizinprodukteverordnung (MepV),Die Schweiz ist durch das Abkommen vom 21. Juni 1999 zwischen der Schweizerischen Eidgenossenschaft und der Europäischen Gemeinschaft über die gegenseitige Anerkennung von Konformitätsbewertungen (AGA) in das europäische System des Markzugangs für Medizinprodukte und deren Überwachung eingebunden. Mit der vorliegenden Revision sollen die Inhalte der EU-Durchführungsverordnung 920/2013 übernommen werden. Ziel ist die Erhöhung der Produktesicherheit und damit der Patienten- und Anwendersicherheit durch eine verschärfte Aufsicht des Schweizerischen Heilmittelinstituts Swissmedic über die Konformitätsbewertungsstellen. Mit dieser Anpassung wird die durch das AGA geforderte Gleichwertigkeit der Gesetzgebungen aufrecht erhalten.,3,2,2015,Departement oder Bundeskanzlei,['/eli/cc/2020/552/de'],['812.213']
22,EDI,Strategie Antibiotikaresistenzen Schweiz (StAR),"Die Strategie Antibiotikaresistenzen Schweiz wurde im Auftrag der Vorsteher des Eidgenössischen Departements des Innern und des Eidgenössischen Departements für Wirtschaft, Bildung und Forschung erstellt. Das Ziel der Strategie ist, die Wirksamkeit der Antibiotika zur Erhaltung der menschlichen und tierischen Gesundheit langfristig sicherzustellen.",15,3,2015,Departement oder Bundeskanzlei,,
23,EDI,Änderung der Tierseuchenverordnung betreffend Befall mit dem kleinen Beutenkäfer,"Die vorliegende Änderung der Tierseuchenverordnung vom 27. Juni 1995 (TSV; SR 916.401) hat die Umteilung des Befalls mit dem kleinen Beutenkäfer von den zu überwachenden zu den zu bekämpfenden Seuchen zum Gegenstand, wodurch im Verdachts- und Seuchenfall Massnahmen ergriffen werden können. 
Der kleine Beutenkäfer ist im Sommer 2014 in Süditalien nachgewiesen worden und Untersuchungen deuten darauf hin, dass er sich in Italien etabliert und weiter ausgebreitet hat. Aufgrund des regen Bienenverkehrs zwischen Süd- und Norditalien ist es nur eine Frage der Zeit, bis der kleine Beutenkäfer die Schweiz erreichen wird. Weil Importe von Bienenvölkern, die insbesondere auch aus Italien stammen, üblicherweise in den Frühlingsmonaten erfolgen und zudem im März die Flugsaison der Bienen beginnt, sollte bereits zu diesem Zeitpunkt die Möglichkeit bestehen, Massnahmen gegen den Befall mit dem kleinen Beutenkäfer zu ergreifen. Dementsprechend soll eine rasche Änderung der TSV erfolgen.",16,1,2015,Einheit der zentralen oder dezentralen Bundesverwaltung,['/eli/cc/1995/3716_3716_3716/de'],['916.401']
24,EDI,"Teilrevision der Tierarzneimittelverordnung (TAMV) (2. Etappe, Massnahmenpaket 1) und Teilrevision der Arzneimittel-Werbeverordnung (AWV) zur Umsetzung der Mo. Eder 13.3393","Tierarzneimittelverordnung: Ziel des ersten Massnahmenpakets der zweiten Etappe der Teilrevision TAMV ist es, den Einsatz von Tierarzneimitteln transparenter und professioneller zu gestalten. Die fachgerechte Verschreibung, Abgabe sowie Anwendung von Tierarzneimitteln soll damit verbessert werden. Es werden unter anderem Massnahmen zur Minimierung von Antibiotikaresistenzen aufgenommen.
<br/>
Arzneimittel-Werbeverordnung: Der Bundesrat setzt die Anliegen der Motion Eder 13.3393 «Swissmedic-Zulassung eines Arzneimittels als erlaubtes Werbeelement» um. Die Zulassungsinhaberinnen sollen neu mit dem Zulassungsstatus (schriftlich wie auch bildlich) werben dürfen.",23,3,2015,Departement oder Bundeskanzlei,"['/eli/cc/2004/592/de', '/eli/cc/2001/519/de']","['812.212.27', '812.212.5']"
25,EJPD,Änderung des Obligationenrechts (Firmenrecht),"Anpassungen im Firmenrecht für Kollektiv-, Kommandit- und Kommanditaktiengesellschaften sowie Einzelunternehmen mit folgendem Ziel: Wenn ein Unternehmen seinen Firmennamen einmal gewählt hat, sollte dieser beibehalten werden können, sofern die Rechtsform klar ist und keine Täuschungsgefahr besteht. In diesem Rahmen sollte der Kern der Firma möglichst frei wählbar sein, wie dies für Aktiengesellschaften, GmbH und Genossenschaften bereits der Fall ist.",29,4,2014,Bundesrat,['/eli/cc/27/317_321_377/de'],['220']
26,EJPD,"Vereinbarung zwischen der Europäischen Union und der Schweizerischen Eidgenossenschaft zur Festlegung der Modalitäten ihrer Beteiligung am Europäischen Unterstützungsbüro für Asylfragen (European Asyl Support Office, EASO)","Die Hauptaufgabe von EASO ist die Unterstützung von Mitgliedstaaten, deren Asyl- und Aufnahmesysteme besonderem Druck ausgesetzt sind. Hierzu koordiniert EASO zum Beispiel die Entsendung von Teams, die dem betroffenen Mitgliedstaat vor Ort helfen. Das Büro hilft ausserdem bei der Organisation von Übersetzungsdiensten, bei der Vermittlung von Herkunftsländerinformationen oder bei der Verwaltung von Asylverfahren. EASO dient ferner dem Informationsaustausch und der Koordination der Herkunftsländerinformationen. Die Verordnung zur Schaffung des EASO sieht die Möglichkeit vor, dass sich die vier assoziierten Staaten der Schengen- und Dublin-Abkommen (Schweiz, Norwegen, Island, Liechtenstein) an den Aktivitäten von EASO beteiligen. Das Büro hat keine Weisungsbefugnisse gegenüber den nationalen Behörden.",3,7,2014,Bundesrat,,
27,EJPD,"Bundesgesetz über Geldspiele (Geldspielgesetz, BGS)","Die Geldspiele sind heute im Bundesgesetz über Glücksspiele und Spielbanken vom 18. Dezember 1998 sowie im Bundesgesetz betreffend die Lotterien und die gewerbsmässigen Wetten vom 8. Juni 1923 geregelt. Der Vernehmlassungsentwurf setzt den neuen Art. 106 BV um, der am 11. März 2012 von Volk und Ständen angenommen wurde und führt die beiden Gesetze zusammen. Ziel ist, eine kohärente sowie zweck- und zeitgemässe Regelung des Geldspiels in der Schweiz zu schaffen.",20,8,2014,Bundesrat,['/eli/cc/2000/118/de'],['935.52']
28,EJPD,Ausführungsverordnungen zur neuen Gesetzgebung «Swissness»,"Zur Umsetzung der «Swissness»-Gesetzgebung werden vier Verordnungen revidiert beziehungsweise neu erarbeitet. Das Hauptziel der Regelungen ist unverändert: Der Mehrwert der Herkunftsbezeichnung «Schweiz» und des Schweizerkreuzes soll nachhaltig gesichert werden, indem ihr Schutz verstärkt und die Kriterien für ihren Gebrauch geklärt werden. Es geht um folgende vier Verordnungen:

1. Revision der Markenschutzverordnung: Sie präzisiert insbesondere die Herkunftskriterien für industrielle Produkte und das Verfahren zur Löschung von Marken wegen Nichtgebrauchs;

2. Verordnung über die Verwendung der Herkunftsangabe «Schweiz» für Lebensmittel;

3. Verordnung über das Register für Ursprungsbezeichnungen und geografische Angaben für nicht landwirtschaftliche Erzeugnisse;

4. Verordnung über den Schutz des Schweizerwappens und anderer öffentlicher Zeichen.",17,10,2014,Bundesrat,['/eli/cc/1993/296_296_296/de'],['232.111']
29,EJPD,Änderung des Bundesgesetzes über die Ausländerinnen und Ausländer (AuG) und der Verordnung über die Einführung des freien Personenverkehrs (VEP),"Am 15. Januar 2014 hat der Bundesrat verschiedene Massnahmen zur Missbrauchsbekämpfung im Bereich Personenfreizügigkeit und Zuwanderung beschlossen. Er hat daher das Eidgenössische Justiz- und Polizeidepartement (EJPD) und das Eidgenössische Departement des Innern (EDI) beauftragt, einen entsprechenden Gesetzesentwurf in die Vernehmlassung zu geben. Die vorgeschlagenen Änderungen des AuG betreffen den Sozialhilfeausschluss von EU/EFTA-Staatsangehörigen, die sich zum Zweck der Stellensuche in der Schweiz aufhalten, sowie den Datenaustausch zwischen den Migrationsbehörden und den für Ergänzungsleistungen zuständigen Behörden. Sie regeln ausserdem das Erlöschen des Aufenthaltsrechts von Inhaberinnen und Inhabern einer Aufenthalts- oder Kurzaufenthaltsbewilligung EU/EFTA mit Erwerbstätigkeit sowie deren Zugang zu Sozialhilfeleistungen. Auch Artikel 18 VEP, der den Aufenthalt von Stellensuchenden aus der EU/EFTA genauer regelt, erfährt eine Änderung: Es wird präzisiert, dass Stellensuchende, die eine Kurzaufenthaltsbewilligung beantragen, über ausreichende finanzielle Mittel für ihren Unterhalt verfügen müssen.",22,10,2014,Bundesrat,"['/eli/cc/2007/758/de', '/eli/cc/2002/260/de']","['142.20', '142.203']"
30,EJPD,Protokoll Nr. 15 über die Änderung der Konvention zum Schutze der Menschenrechte und Grundfreiheiten,"Das Protokoll Nr. 15 sieht fünf Änderungen in der Konvention zum Schutze der Menschenrechte und Grundfreiheiten (EMRK) vor, mit welchem die Funktionsfähigkeit des Europäischen Gerichtshofs für Menschenrechte (EGMR) sichergestellt und verbessert werden soll: (1) Am Ende der Präambel wird ein ausdrückliches Bekenntnis zum Subsidiaritätsprinzip eingefügt. (2) Künftig müssen die für das Amt als Richter und Richterinnen am EGMR kandidierenden Personen jünger als 65 Jahre sein; dagegen entfällt die Beendigung der Amtszeit mit Vollendung des 70. Lebensjahrs. (3) Abgeschafft wird das Widerspruchsrecht der Parteien gegen die Absicht einer Kammer, eine Rechtssache an die Grosse Kammer abzugeben. (4) Die Frist für die Einreichung einer Beschwerde an den EGMR wird auf vier Monate verkürzt. (5) Schliesslich kann der EGMR künftig eine Beschwerde auch dann wegen Nichterheblichkeit des erlittenen Nachteils für unzulässig erklären, wenn die Rechtssache innerstaatlich noch von keinem Gericht geprüft worden ist.",13,11,2014,Bundesrat,,
31,EJPD,Änderung der Verordnung der Eidgenössischen Spielbankenkommission vom 12. Juni 2007 über die Sorgfaltspflichten der Spielbanken zur Bekämpfung der Geldwäscherei (Geldwäschereiverordnung ESBK; GwV ESBK),"Die Vorlage umfasst Anpassungen, die bedingt sind einerseits durch die letzten und die aktuell anstehenden Änderungen des Geldwäschereigesetzes (insbesondere durch diejenigen des geplanten Bundesgesetzes zur Umsetzung der 2012 revidierten Empfehlungen der Groupe d'action financière) und andererseits direkt durch die Empfehlungen der Groupe d'action financière (GAFI) für den Spielbankenbereich. Zudem erfolgen Streichungen von Wiederholungen von höherrangigem Recht.",17,12,2014,Einheit der zentralen oder dezentralen Bundesverwaltung,['/eli/cc/2018/802/de'],['955.021']
32,EJPD,Änderung des Obligationenrechts (Aktienrecht),"1. Umsetzung von Art. 95 Abs. 3 BV (Volksinitiative «gegen die Abzockerei») bzw. Überführung der Bestimmungen der Verordnung gegen übermässige Vergütungen bei börsenkotierten Aktiengesellschaften in die Bundesgesetze. Weitere damit verbundene Themen: Präzisierung der Sorgfaltspflichten des Verwaltungsrats und der Geschäftsleitung bei der Vergütungspolitik, Setzen von Leitplanken für Antrittsprämien und Entschädigungen für Konkurrenzverbote und Senkung der Hürden für die Rückforderungsklage; <br/>
2. Wiederaufnahme der vom Parlament zurückgewiesen Aktienrechtsrevision von 2007: Liberalisierung der Gründungs- und Kapitalbestimmungen, Verbesserung der Corporate Governance (auch bei nicht börsenkotierte Gesellschaften), Verwendung elektronischer Mittel in der GV; <br/>
3. Bessere Abstimmung des Aktienrechts auf das neue Rechnungslegungsrecht, u.a. bei den eigenen Aktien und der Verwendung ausländischer Währungen in Buchhaltung und Rechnungslegung; <br/>
4. Weitere Themen, die aufgrund parlamentarischer Vorstösse sowie politischer und öffentlicher Diskussionen aufgegriffen werden: Leitplanken für sehr hohe Vergütungen, Geschlechterquote für den Verwaltungsrat börsenkotierter Gesellschaften, Lösungsvorschlag für die Problematik hoher Bestände von Dispoaktien und zivilprozessuale Massnahmen zur erleichterten Durchsetzung aktienrechtlicher Klagen.",15,3,2015,Bundesrat,"['/eli/cc/27/317_321_377/de', '/eli/cc/54/757_781_799/de', '/eli/cc/1983/797_797_797/de']","['220', '311.0', '831.40']"
33,EJPD,Änderung der Verordnung zum Konsumkreditgesetz (Anpassung des Höchstzinssatzes),"Mit der Revision soll der in Artikel 1 VKKG vom Bundesrat festgesetzte Höchstzins für Kredite, die in den Anwendungsbereich des Konsumkreditgesetzes fallen, auf das aktuelle Zinsniveau herabgesetzt werden.",30,3,2015,Bundesrat,['/eli/cc/2002/594/de'],['221.214.11']
34,EJPD,Zweite Etappe der Revision des Raumplanungsgesetzes (RPG),"Die Hauptthemen der zweiten Etappe der Revision des Raumplanungsgesetzes sind die Verbesserung des Kulturlandschutzes, die frühzeitigere Abstimmung der Verkehrs- und Energieinfrastrukturen mit der Raumentwicklung und die Förderung der grenzüberschreitenden Raumplanung.",15,5,2015,Bundesrat,['/eli/cc/1979/1573_1573_1573/de'],['700']
35,EJPD,11.489 Pa.Iv. Aufhebung von Artikel 293 StGB,"Der mit «Veröffentlichung amtlicher geheimer Verhandlungen» überschriebene Artikel 293 des Strafgesetzbuches (StGB) lautet heute wie folgt: «Wer, ohne dazu berechtigt zu sein, aus Akten, Verhandlungen oder Untersuchungen einer Behörde, die durch Gesetz oder durch Beschluss der Behörde im Rahmen ihrer Befugnis als geheim erklärt worden sind, etwas an die Öffentlichkeit bringt, wird mit Busse bestraft.» Die Mehrheit der Kommission für Rechtsfragen möchte diese Bestimmung, welche dem Schutz des Meinungsbildungsprozesses der Behörden dient, beibehalten, sie aber mit der Rechtsprechung des Europäischen Gerichtshofs für Menschenrechte in Einklang bringen, indem den Gerichtsbehörden ermöglicht wird, das Geheimhaltungsinteresse und die Interessen, welche eine Information der Öffentlichkeit gebieten, gegeneinander abzuwägen. Die Minderheit der Kommission beantragt wie der Urheber der parlamentarischen Initiative 11.489, Artikel 293 StGB ersatzlos aufzuheben.",31,3,2015,Bundesversammlung,['/eli/cc/54/757_781_799/de'],['311.0']
36,VBS,Totalrevision der Verordnung über den Schutz der Kulturgüter bei bewaffneten Konflikten (KGSV),Das Bundesgesetz über den Schutz der Kulturgüter bei bewaffneten Konflikten (im Folgenden KGSG genannt) wird totalrevidiert. Aufgrund der im KGSG vorgenommenen Änderungen ist auch die auf das KGSG basierende Verordnung über den Schutz der Kulturgüter bei bewaffneten Konflikten (KGSV; SR 520.31) entsprechend anzupassen und somit einer Totalrevision zu unterziehen.,16,5,2014,Einheit der zentralen oder dezentralen Bundesverwaltung,['/eli/cc/2014/616/de'],['520.31']
37,VBS,Bundesgesetz über die Informationssicherheit (ISG),"Der Gesetzesentwurf soll einheitliche formell-gesetzliche Grundlagen für die Steuerung und die Organisation der Informationssicherheit im Bund schaffen. Der Vorentwurf erfasst unter anderem die Klassifizierung von Informationen, den Schutz von IKT-Mitteln, die Personensicherheitsprüfungen sowie das vereinheitlichte Betriebssicherheitsverfahren. Er sieht aufgrund der Anforderungen einer Informationsgesellschaft zudem eine behördenübergreifende Organisation der Informationssicherheit im Bund vor.",4,7,2014,Bundesrat,,
38,EFD,"Verordnung über die Liquidität der Banken (Liquiditätsverordnung, LiqV)","Die im Januar dieses Jahres veröffentlichten Vorgaben zur Liquiditätsausstattung (Liquidity Coverage Ratio, LCR) des Basler Ausschusses für Bankenaufsicht (Basel III) sollen in das Schweizer Recht übernommen werden.",28,3,2014,Departement oder Bundeskanzlei,['/eli/cc/2012/883/de'],['952.06']
39,EFD,Wirksamkeitsbericht 2012-2015 des Finanzausgleichs zwischen Bund und Kantonen,"Die Neugestaltung des Finanzausgleichs und der Aufgabenteilung zwischen Bund und Kantonen hat zu einer Stärkung der kantonalen Finanzautonomie geführt. Das Ziel, den ressourcenschwachen Kantonen eine minimale Ausstattung an finanziellen Mitteln zu gewährleisten, wurde in den Jahren 2012-15 mehr als erfüllt. Zu diesem Schluss gelangt der zweite Wirksamkeitsbericht des Finanzausgleichs zwischen Bund und Kantonen. Zusammen mit dem Wirksamkeitsbericht schickt der Bundesrat Vorschläge zur künftigen Dotierung der Ausgleichsgefässe in die Vernehmlassung.",30,6,2014,Bundesrat,,
40,EFD,Totalrevision der Kollektivanlagenverordnung-FINMA (KKV-FINMA),"Per 1. März 2013 traten die Teilrevisionen des Kollektivanlagengesetzes (KAG) und der Kollektivanlagenverordnung (KKV) in Kraft. Die Revisionen ändern ebenfalls die Grundlagen für die KKV-FINMA. Daher erfordern diese Änderungen eine umfassende Überarbeitung der KKV-FINMA. Es soll der Anlegerschutz vor dem Hintergrund der geänderten nationalen und internationalen Standards gestärkt und die Erhaltung des Marktzugangs zur EU unterstützt werden. Dazu werden unter anderem die Anforderungen an die Risikomessung von derivativen Finanzinstrumenten, die Verwaltung von Sicherheiten, die Master-Feeder-Strukturen sowie das Riskmanagement von Fondsleitungen, SICAV und Vermögensverwalter kollektiver Kapitalanlagen  präzisiert. Zudem werden die Einzelheiten zur Berechnung der De-Minimis Schwelle von Vermögensverwalter kollektiver Kapitalanlagen und deren Berufshaftpflichtversicherungen geregelt. Im Bereich der Rechnungslegung werden die Bestimmungen an das neue Rechnungslegungsrecht gemäss OR angepasst.",19,5,2014,Einheit der zentralen oder dezentralen Bundesverwaltung,['/eli/cc/2014/707/de'],['951.312']
41,EFD,Revision der Expatriates-Verordnung (ExpaV),Aufgrund von parlamentarischen Vorstössen wurde die geltende Expatriates-Verordnung von einer Arbeitsgruppe überprüft. Als Folge davon werden nun verschiedene Änderungen vorgeschlagen.,10,7,2014,Departement oder Bundeskanzlei,['/eli/cc/2000/471/de'],['642.118.3']
42,EFD,Teilrevision des Mehrwertsteuergesetzes (Umsetzung der Motion WAK-N 13.3362),"Im Wesentlichen sind Änderungen bei der Steuerpflicht, insbesondere für ausländische Unternehmen und gemeinnützige Organisationen, bei der Besteuerung von Gemeinwesen, beim Abzug fiktiver Vorsteuern und bei der absoluten Verjährungsfrist vorgesehen. Die Vorlage sieht ausserdem eine Harmonisierung der Steuerausnahme im Sozialversicherungsbereich, die Aufhebung der Steuerausnahmen für Bekanntmachungsleistungen und für Parkplätze im Gemeingebrauch sowie eine neue Steuerausnahme für die Gönnerbeiträge an gemeinnützige Organisationen vor.",26,9,2014,Bundesrat,['/eli/cc/2009/615/de'],['641.20']
43,EFD,"Bundesgesetz über die Finanzdienstleistungen (Finanzdienstleistungsgesetz, FIDLEG) und Bundesgesetz über die Finanzinstitute (Finanzinstitutsgesetz, FINIG)","1. Mit der Vorlage werden für alle Finanzdienstleistungen die Beziehung der Finanzintermediäre zu ihren Kunden geregelt sowie die Prospektvorschriften für Effekten vereinheitlicht. Dadurch werden der Kundenschutz, der Wettbewerb unter den Finanzintermediären und die Wettbewerbsfähigkeit des Finanzplatzes Schweiz nachhaltig gestärkt. <br/>
2. Mit dem Finanzinstitutsgesetz wird die Aufsicht über sämtliche Finanzdienstleister, welche in irgendeiner Form für Kunden Vermögen verwalten, in einem einheitlichen Erlass geregelt.",17,10,2014,Bundesrat,,
44,EFD,Zusammenarbeit E-Government Schweiz ab 2016,"Die Zusammenarbeit zwischen den föderalen Ebenen bei der Umsetzung der nationalen E-Government-Strategie aus dem Jahr 2007 ist in einer öffentlich-rechtlichen Rahmenvereinbarung definiert. Diese rechtliche Grundlage hat noch bis Ende 2015 Gültigkeit. Der Steuerungsausschuss E-Government Schweiz hat daher im November 2013 seine Geschäftsstelle beauftragt, unter Einbezug der verschiedenen Akteure die nötigen rechtlichen und institutionellen Grundlagen für die E-Government-Zusammenarbeit ab 2016 zu erarbeiten.  <br/>
Auf der Basis einer Bestandsaufnahme des bisher Erreichten und Workshops mit Fachexperten wurde die strategische Weiterentwicklung des Programms E-Government Schweiz angegangen. Dazu gehört die Ausarbeitung von verschiedenen Varianten für eine zukünftige E-Government-Organisation. Diese werden in einer Fachanhörung bei Bundesstellen, den Kantonen, Gemeinden und Interessengruppen zur Stellungnahme unterbreitet. Der politische Prozess zur Schaffung der zukünftigen rechtlichen Grundlage der E-Government-Zusammenarbeit in der Schweiz wird per Anfang 2015 gestartet.",29,8,2014,Einheit der zentralen oder dezentralen Bundesverwaltung,,
45,EFD,Totalrevision der Finanzmarktprüfverordnung (FINMA-PV),Anpassung an die in der Sommersession 2014 verabschiedete Gesetzesvorlage zur Bündelung der Aufsichtskompetenz über Revisionsunternehmen und Prüfgesellschaften.,8,9,2014,Departement oder Bundeskanzlei,['/eli/cc/2014/708/de'],['956.161']
46,EFD,Änderung des Mineralölsteuergesetzes,Die Vorlage beinhaltet zwei Bereiche: Einerseits die teilweise Befreiung der Treibstoffe für Pistenfahrzeuge von der Mineralölsteuer (Umsetzung der Motion Baumann; 12.4203) und anderseits die Kompetenzdelegation an die Steuerbehörde für gewisse Steuerbefreiungen.,26,11,2014,Bundesrat,,
47,EFD,Verordnung über die pauschale Steueranrechnung (Umsetzung Motion Pelli - 13.3184),"Die Änderung der Verordnung über die pauschale Steueranrechnung bezweckt die Beseitigung der in bestimmten Konstellationen bei Schweizerischen Betriebsstätten ausländischer Unternehmen verbleibende Doppelbesteuerung bezüglich Erträgen aus beweglichem Vermögen. Dies wird erreicht, indem die Schweiz diesen Betriebsstätten die pauschale Steueranrechnung gewährt.",23,12,2014,Bundesrat,['/eli/cc/1967/1129_1169_1163/de'],['672.201']
48,EFD,Bundesgesetz über steuerliche Massnahmen zur Stärkung der Wettbewerbsfähigkeit des Unternehmensstandorts Schweiz (Unternehmenssteuerreformgesetz III),"Die steuerpolitischen Massnahmen der Vernehmlassungsvorlage umfassen die Abschaffung der kantonalen Steuerstatus, die Einführung einer Lizenzbox auf kantonaler Ebene, die Einführung einer zinsbereinigten Gewinnsteuer auf überdurchschnittlich hohem Eigenkapital, Anpassungen bei der kantonalen Kapitalsteuer, einheitliche Regelungen zur Aufdeckung der stillen Reserven, die Abschaffung der Emissionsabgabe auf Eigenkapital, Anpassungen bei der Verlustverrechnung, Anpassungen beim Beteiligungsabzug, die Einführung einer Kapitalgewinnsteuer auf Wertschriften und Anpassungen im Teilbesteuerungsverfahren.",31,1,2015,Bundesrat,"['/eli/cc/1974/11_11_11/de', '/eli/cc/1966/371_385_384/de', '/eli/cc/2005/225/de', '/eli/cc/1991/1256_1256_1256/de', '/eli/cc/1991/1184_1184_1184/de']","['641.10', '642.21', '613.2', '642.14', '642.11']"
49,EFD,Bundesgesetz über die einseitige Anwendung des OECD-Standards zum Informationsaustausch (GASI),"Entsprechend dem Bundesratsentscheid vom 19. Februar 2014 konkretisiert das GASI die einseitige Anwendung des OECD-Standards zum Informationsaustausch auf Anfrage auf alle Doppelbesteuerungsabkommen (DBA), welche noch nicht dem aktuellen internationalen Standard genügen.",5,2,2015,Bundesrat,,
50,EFD,"Teilrevision der Verordnung vom 9. November 2005 über die Beaufsichtigung von privaten Versicherungsunternehmen (Aufsichtsverordnung, AVO)","Mit der Verordnungsänderung werden namentlich Anpassungen im Bereich der Solvabilität, des Risikomanagements und der Offenlegung vorgenommen.",12,12,2014,Departement oder Bundeskanzlei,['/eli/cc/2005/735/de'],['961.011']
51,EFD,Revision der Verordnung des EFD über die Behandlung von Erlassgesuchen für die direkte Bundessteuer (Steuererlassverordnung),Im Hinblick auf das Inkrafttreten der neuen Gesetzesbestimmungen vom 20. Juni 2014 zum Steuererlass (BBl 2014 5169) ist gestützt auf die Delegationsnorm von Artikel 167f DBG die Steuererlassverordnung des Eidgenössischen Finanzdepartements vom 19. Dezember 1994 zu überarbeiten. Die revidierte Verordnung soll gleichzeitig mit dem Steuererlassgesetz auf den 1. Januar 2016 in Kraft treten.,12,3,2015,Departement oder Bundeskanzlei,['/eli/cc/2015/364/de'],['642.121']
52,EFD,Bundesgesetz über das Schuldner- und das Zahlstellenprinzip bei der Verrechnungssteuer,"Die heute geltende Verrechnungssteuer beruht auf dem Schuldnerprinzip und erfasst ausschliesslich Erträge aus inländischen Quellen. Steuerpflichtig ist der inländische Schuldner. Die Sicherungsfunktion der Verrechnungssteuer zu Gunsten der direkten Steuern im Inland wird damit jedoch nur teilweise erfüllt, weil auch Erträge aus ausländischen Quellen der Einkommens- und Vermögenssteuer unterliegen, die aber von der Verrechnungssteuer nicht erfasst werden. Gleichzeitig ergeben sich aus der bisherigen Konzeption volkswirtschaftliche Nachteile. Mit einem Systemwechsel bei der Verrechnungssteuer kann diesen Nachteilen wirksam begegnet werden. Neu soll die Verrechnungssteuer von der schweizerischen Zahlstelle (i.d.R. eine Bank) erhoben werden, die die betreffenden Erträge ihrem Kunden gutschreibt.",31,3,2015,Bundesrat,"['/eli/cc/1966/371_385_384/de', '/eli/cc/1991/1256_1256_1256/de', '/eli/cc/1991/1184_1184_1184/de']","['642.21', '642.14', '642.11']"
53,UVEK,Revision CO<sub>2</sub>-Verordnung,"Seit dem 1. Januar 2013 sind das revidierte CO<sub>2</sub>-Gesetz und die dazugehörige Verordnung über die Reduktion der CO<sub>2</sub>-Emissionen (CO<sub>2</sub>-Verordnung) in Kraft. Die Vorlage zur Änderung der CO<sub>2</sub>-Verordnung präzisiert den Vollzug einiger klimapolitischer Instrumente, beseitigt Unklarheiten und integriert neue Erkenntnisse aus der Praxis.",28,3,2014,Departement oder Bundeskanzlei,['/eli/cc/2012/856/de'],['641.711']
54,UVEK,Totalrevision der Verordnung über das Bundesinventar der Landschaften und Naturdenkmäler von nationaler Bedeutung (VBLN),"Am 3. September 2003 formulierte die Geschäftsprüfungskommission des Nationalrats (GPK-N) an die Adresse des Bundesrates Empfehlungen zur Verbesserung der von ihr als ungenügend beurteilten Wirkung des geltenden BLN. Der Bundesrat folgte den Empfehlungen mit Beschluss vom 15. Dezember 2003 weitgehend und beauftragte das Eidgenössische Departement für Umwelt, Verkehr, Energie und Kommunikation (UVEK) mit der Umsetzung. Teil des vorliegenden Entwurfs der total revidierten Verord-nung zum BLN (VBLN) sind die überarbeiteten und ausführlichen Beschreibungen der Objekte des BLN. Sie enthalten insbesondere die Gründe für die nationale Bedeutung sowie die gebietsspezifischen Schutzziele pro Objekt.",16,5,2014,Departement oder Bundeskanzlei,,
55,UVEK,Änderung des Bundesgesetzes über die Arbeit in Unternehmen des öffentlichen Verkehrs (Arbeitszeitgesetz; AZG),"Dem Arbeitszeitgesetz vom 8. Oktober 1971 (AZG; SR 822.21) unterstehen die Arbeitnehmenden der SBB sowie aller konzessionierten Transportunternehmen des öffentlichen Verkehrs. Mit der vorliegenden Teilrevision des AZG sollen die gesetzlichen Grundlagen der wirtschaftlichen und sozialen Entwicklung sowie den aktuellen Bedürfnissen der Akteure im Betrieb des öffentlichen Verkehrs angepasst werden. Gesamthaft sollen das AZG und die anschliessend angepassten Vollzugserlasse einen abgestimmten, zeitgemässen und modernen Arbeitszeitrahmen für den öffentlichen Verkehr bilden.",1,5,2014,Bundesrat,['/eli/cc/1972/604_612_536/de'],['822.21']
56,UVEK,"Änderung von Verordnungen zum FMG (FDV, AEFV, PBV) und neue Verordnung über die Internet-Domains (VID)","Die Marktentwicklung und der technische Fortschritt machen eine Anpassung der Ausführungsverordnungen zum Fernmeldegesetz erforderlich. Besondere Beachtung erhält dabei der Konsumentenschutz, namentlich in Bezug auf die Mehrwertdienste. Ausserdem muss ein gesetzlicher Rahmen für die in den Zuständigkeitsbereich des Bundes fallende künftige Verwaltung der Internet-Domainnamen geschaffen werden; das betrifft insbesondere die Domains «.ch» und «.swiss».",17,4,2014,Einheit der zentralen oder dezentralen Bundesverwaltung,"['/eli/cc/1978/2081_2081_2081/de', '/eli/cc/2007/166/de', '/eli/cc/1997/2879_2879_2879/de']","['942.211', '784.101.1', '784.104']"
57,UVEK,Vorlage zur Schaffung eines Nationalstrassen- und Agglomerationsverkehrs-Fonds (NAF); zur Schliessung der Finanzierungslücke; zum Strategischen Entwicklungsprogramm Nationalstrasse (STEP),"Für die Finanzierung der Nationalstrassen und der Beiträge an Massnahmen zur Verbesserung der Verkehrsinfrastruktur in Städten und Agglomerationen wird auf Verfassungsstufe ein unbefristeter Fonds geschaffen. Künftig sollen bestehende und neue Einnahmen direkt in den Fonds fliessen. Zur Schliessung der sich abzeichnenden Finanzierungslücke in der heutigen Spezialfinanzierung Strassenverkehr sind einnahme- und ausgabenseitige Massnahmen vorgesehen. Im Rahmen eines Strategischen Entwicklungsprogramms Nationalstrasse sollen die Eidgenössischen Räte die Möglichkeit erhalten, periodisch über Erweiterung und Kapazitätsausbauten der Nationalstrassen zu befinden.",20,6,2014,Bundesrat,['/eli/cc/1999/404/de'],['101']
